client_id,server_id,dash0_elapsed,dash0_ticks,dash0_rate,dash0_received,dash1_elapsed,dash1_ticks,dash1_rate,dash1_received,dash2_elapsed,dash2_ticks,dash2_rate,dash2_received,dash3_elapsed,dash3_ticks,dash3_rate,dash3_received,dash4_elapsed,dash4_ticks,dash4_rate,dash4_received,dash5_elapsed,dash5_ticks,dash5_rate,dash5_received,dash6_elapsed,dash6_ticks,dash6_rate,dash6_received,dash7_elapsed,dash7_ticks,dash7_rate,dash7_received,dash8_elapsed,dash8_ticks,dash8_rate,dash8_received,dash9_elapsed,dash9_ticks,dash9_rate,dash9_received,mean_1,stdev_1,mean_2,stdev_2
1,0.0,0.1783062735837307,1.8869808459074617,482063.74323619227,8701861.904755155,0.20676497262065796,2.13674709404498,491244.2642201162,9175496.23309352,0.20772979349703322,2.2085467454357604,502211.5040017164,9653780.225157475,0.21458068271151906,2.1997881117007485,565810.6996470983,10110676.948549872,0.23053378153552195,2.396617870769338,587316.6653640369,10647976.477437923,0.22015985208964506,2.333963077052416,628985.657514629,11138448.762981573,0.2642964039503027,2.812477786369986,576470.0340175295,11620031.01093024,0.2709178248810797,2.921354025381253,580960.4825486911,12106929.4852406,0.2695757835775177,2.779569749982603,687100.362995215,12590237.734631753,0.3020651276289197,3.0788680286799512,662267.2678347367,13065171.888762414,325009.2,131211.66756768752,357486.13333333336,147225.19041788406
1,0.0,0.1866614438097399,1.946039703730634,482188.2479901941,8708926.075567832,0.21777621195972485,2.3009285598325997,443295.7607805402,9182517.310633924,0.23013536970482856,2.3797831586751754,478429.71965499886,9656757.705314243,0.23462359198968788,2.409203223505105,518974.3105431641,10170449.222291868,0.2458952882900203,2.519636858222079,547909.0877445021,10648956.288673311,0.24196849940084106,2.428649929632667,603938.9960639272,11136859.251850763,0.26034866675091467,2.6602320556083576,595989.1968105532,11614763.256464083,0.26333391106285736,2.722541751945562,638037.862228377,12102964.318966666,0.2899835790064739,3.037222711444296,613022.607918138,12583328.583309468,0.2690563968020896,2.922557237111053,697322.9453043399,13075080.856083553,333913.73333333334,131531.82738458735,350074.0,139778.92170805534
1,0.0,0.18640337166125037,2.06855159915398,414829.7657587223,8719018.597838951,0.23852991746770832,2.5431422315503966,385562.18005687033,9184534.37440329,0.26271977674496694,2.718090475492999,398595.1177871843,9668524.301055757,0.29490339118915104,2.903991350639527,426172.2563009382,10130269.088068478,0.2720975540413256,2.8080123444405722,481334.8610440491,10624611.177851886,0.2979821144219399,3.154460828657019,478397.44430415065,11100673.386374738,0.28492785600365816,3.0342837640790923,507445.78428286046,11607865.99901209,0.5581225973415018,5.06880192911079,318368.0988106889,12101164.59383789,0.2813711853401881,2.9952763554327175,617913.5583219611,12588093.111634102,0.3153709033860023,3.418465174939338,580940.7072021273,13033714.720547568,161769.66666666666,58984.48729020952,258147.66666666663,100306.95906244768
1,0.0,0.17965058224935962,1.8272030759472853,500067.2861591871,8711183.365902854,0.18681813068503214,1.9169789959856456,528984.911156845,9198272.790870687,0.19566623302968136,1.9997236721744136,558312.4174550432,9688838.652615309,0.2462151983737519,2.6009422859482503,458682.06417426706,10162810.081258336,0.23041499629360096,2.37978201142823,573385.955942225,10654850.563221563,0.25218114932226937,2.596864290601294,586917.7616469966,11130578.797760306,0.23838880617975483,2.436857544553389,668436.5150545051,11624529.902019719,0.2650038492674759,2.711298923830454,666931.782074461,12104462.576125909,0.2812106907364049,2.7747323424253256,715779.4594132612,12583730.618667124,0.27106634275466057,2.873516323150376,685702.0269637697,13056563.184886811,333473.26666666666,138754.98630149796,363659.3333333333,148526.97320673967
1,0.0,0.2097908705609903,2.1783532852469976,428550.78712460335,8707982.299448388,0.2106987901159762,2.1443111386217786,478403.9033764548,9195372.432925267,0.21343858605636173,2.2245829902827663,494256.7524359469,9678415.907396507,0.22133075796680188,2.3214019551479224,528449.056100274,10162853.180423114,0.2314928276544305,2.3759437134397654,565936.6095588875,10655180.741748296,0.23430908607475326,2.455005321461026,601757.7624428885,11139334.473482428,0.25906415070689326,2.7242552451019706,606869.8927218562,11620714.985821137,0.23687977074633784,2.498736823047197,689983.1578472074,12107196.396652672,0.24630392174781535,2.5552845039414844,741208.376429044,12591706.563024957,0.289414147170572,3.109408682282955,647549.6393840584,13072762.61550257,309959.3333333333,122722.25453962656,338939.06666666665,132306.20780218724
1,0.0,0.22727951980679212,2.229636083226091,438980.5791930647,8640200.806552118,0.2472469268630895,2.4540171135632103,426947.9490310029,9119592.613583801,0.26042368195248544,2.6489255891541617,425024.38586991676,9599914.272874508,0.25732047732248065,2.5294263832388846,509582.3086802306,10079794.100722283,0.28558627563755956,2.95994554478218,462729.7602238113,10559990.693152241,0.28772330874289676,2.8691514697953115,525271.8427623782,11039852.398015061,0.2591964028056849,2.7607682468354646,557631.8651930499,11621477.591983829,0.24781125312026203,2.578445552449593,691831.0271952931,12106876.14145476,0.267646555226197,2.7920377480795344,652934.7690645664,12583596.52337836,0.27703435333396514,2.8473608166326563,753424.7000053003,13051037.456056891,329702.26666666666,130109.97701763264,335671.2,130793.1929631406
1,0.0,0.20933690300568736,2.1638962852523935,430468.0326530584,8636617.829341406,0.22557795166952757,2.2559930615128483,462833.1702753252,9116665.90171349,0.243509168652533,2.52211601849897,456769.0329622025,9596001.500981934,0.25365177702367203,2.6315183625086793,473151.8872898837,10077498.745104352,0.27638472186404217,2.7264700597317053,554758.6384216547,10558461.4333613,0.2796832181640032,2.844687981528041,532988.0828633495,11035841.376479872,0.31445536663270335,3.1222159911243694,566743.1918386464,11531029.53155052,0.30175329729897993,3.1840277479628227,536964.0871171323,11997483.897602195,0.3283194406575895,3.5008407835975297,546217.3514202868,12476895.585319437,0.31730375102764863,3.255957489182207,640907.8343451055,12956414.963047806,299277.06666666665,123764.41063055604,295526.0,120345.89364494328
1,0.0,0.2132958315284617,2.2992889398393745,379664.13858765754,8673760.080363298,0.20986169719296907,2.1881308011987843,472267.2704797889,9192678.436152179,0.44530079213821117,3.8800815059579623,261805.3177265971,9679092.62878095,0.4220077601134854,4.3297292092005915,251812.80250040733,10162917.849406075,0.415616154954307,4.102602823403988,303105.385813871,10645942.624823872,0.5244696381377953,4.403338114380895,308579.1623476378,11133502.004585113,0.26404065966056944,2.835467445352343,575103.9283358067,11619072.184858821,0.4867204552527969,5.024276442053029,314007.67251884023,12095503.16947663,0.803944791367383,6.14673003361718,334707.89309452294,12591289.905979171,0.5573228647259386,5.633406780745182,337013.1173760138,13062435.230002848,310297.5333333333,119771.16753758208,311148.06666666665,120887.41541090573
1,0.0,0.1900697328501939,1.9510616463415085,490986.36600306805,8693088.45244049,0.20394356808998138,2.0941604226519765,476917.4178336441,9188361.681731556,0.22046126617874237,2.2453393721539365,492926.7062213426,9658541.567794787,0.22884229896270208,2.449043525368521,492068.39479246695,10153733.316064391,0.2469759315069225,2.5420938053455044,530971.636543736,10623226.551988285,0.2537048784002618,2.6792877646735165,563856.1215112514,11129286.137054067,0.2473685625583768,2.605763035533062,630749.0286329613,11623936.560089864,0.2323752475647895,2.4084377678438584,720595.2198685321,12098019.884245632,0.2748087419537337,2.815440625710404,682778.1580810393,12578798.508312158,0.26541544245466714,2.591421163934965,775993.0711102642,13075974.099555627,352506.0,141636.4294509008,325341.73333333334,132043.90466480795
1,0.0,0.19340363368785912,2.0354878727548735,438944.9972755392,8700025.285617504,0.24562281627206056,2.570656220249958,378346.51565747824,9137329.326101866,0.21835043663497952,2.3199846938828745,470490.5485561871,9664963.702200273,0.2460447526155854,2.4994439212901063,494930.6119342873,10124312.67061106,0.22812577019769312,2.3595845955601735,583964.0174692337,10630312.743094867,0.25640299018801777,2.7242739805776326,533804.3025655185,11124957.976009855,0.27048917880674744,2.8726726571822994,554874.0610617974,11596860.735153455,0.24847464794271024,2.6945877839008388,635186.8200483186,12093092.794247704,0.2859938330056634,3.0151664183952676,636237.5870730516,12552672.235643221,0.2520155613456725,2.6449183724038905,796110.7677648594,13068921.41126417,345187.4,149886.10813761226,309998.4,122132.851324995
