client_id,server_id,dash0_elapsed,dash0_ticks,dash0_rate,dash0_received,dash1_elapsed,dash1_ticks,dash1_rate,dash1_received,dash2_elapsed,dash2_ticks,dash2_rate,dash2_received,dash3_elapsed,dash3_ticks,dash3_rate,dash3_received,dash4_elapsed,dash4_ticks,dash4_rate,dash4_received,dash5_elapsed,dash5_ticks,dash5_rate,dash5_received,dash6_elapsed,dash6_ticks,dash6_rate,dash6_received,dash7_elapsed,dash7_ticks,dash7_rate,dash7_received,dash8_elapsed,dash8_ticks,dash8_rate,dash8_received,dash9_elapsed,dash9_ticks,dash9_rate,dash9_received,mean_1,stdev_1,mean_2,stdev_2
1,0.0,0.1783062735837307,1.8869808459074617,482063.74323619227,8701861.904755155,0.19588260564062332,2.0242867206741915,465389.30294537323,8692575.378720177,0.1869568141473299,1.9876920708921841,451990.35360154475,8688402.202641727,0.18392629946701633,1.88553266717207,484980.5996975128,8666294.527328461,0.1886185485290634,1.9608691669930944,480531.81711603014,8711980.75426739,0.17229901467885267,1.8265797994323254,492249.6450114488,8717046.85798558,0.19822230296272703,2.1093583397774895,432352.5255131471,8715023.25819768,0.1950608339143774,2.1033748982745024,418291.54743505764,8716989.229373232,0.1866293886305892,1.9243175192187252,475684.866688995,8716318.431668136,0.2013767517526131,2.052578685786634,441511.5118898245,8710114.592508277,325009.2,131211.66756768752,357486.13333333336,147225.19041788406
1,0.0,0.1866614438097399,1.946039703730634,482188.2479901941,8708926.075567832,0.20631430606710774,2.1798270566835156,419964.40494998544,8699226.925863717,0.2071218327343457,2.141804842807658,430586.74768949894,8691081.934782818,0.20110593599116103,2.065031334432947,444835.123322712,8717527.9048216,0.20118705405547113,2.0615210658180643,448289.2536091381,8712782.418005437,0.18936665170500605,1.9006825536255656,472647.9099630735,8715802.892752772,0.19526150006318602,1.9951740417062682,446991.8976079149,8711072.442348063,0.1896004159652573,1.9602300614008048,459387.26080443145,8714134.309656,0.20075786238909732,2.1026926463845124,424400.2670202494,8711535.1730604,0.17937093120139305,1.9483714914073684,464881.9635362266,8716720.57072237,333913.73333333334,131531.82738458735,350074.0,139778.92170805534
1,0.0,0.18640337166125037,2.06855159915398,414829.7657587223,8719018.597838951,0.22597571128519736,2.409292640416165,365269.43373808765,8701137.828382064,0.23644779907047025,2.446281427943699,358735.60600846587,8701671.870950181,0.2527743353049866,2.489135443405309,365290.50540080416,8683087.78977298,0.22262527148835728,2.297464645451377,393819.43176331284,8692863.690969724,0.23320339389543124,2.4687084746011454,374397.99989020487,8687483.519771535,0.21369589200274364,2.2757128230593193,380584.3382121454,8705899.499259068,0.4018482700858813,3.649537388959769,229225.03114369602,8712838.507563282,0.1947954360047456,2.0736528614534198,427786.3096075115,8714833.692669762,0.21024726892400156,2.278976783292892,387293.8048014182,8689143.147031711,161769.66666666666,58984.48729020952,258147.66666666663,100306.95906244768
1,0.0,0.17965058224935962,1.8272030759472853,500067.2861591871,8711183.365902854,0.17698559749108309,1.81608536461798,501143.60004332685,8714153.170298545,0.1760996097267132,1.7997513049569722,502481.1757095388,8719954.787353778,0.21104159860607302,2.2293791022413574,393156.0550065146,8710980.069650002,0.18852136060385533,1.9470943729867334,469133.9639527295,8717605.006272187,0.19735916033916737,2.032328575253187,459326.94389764953,8710887.754768936,0.17879160463481614,1.8276431584150417,501327.3862908789,8718397.42651479,0.19080277147258265,1.9521352251579271,480190.8830936119,8715213.054810654,0.19468432435597263,1.9209685447559945,495539.62574764236,8711813.505231086,0.18071089516977373,1.9156775487669173,457134.6846425131,8704375.456591208,333473.26666666666,138754.98630149796,363659.3333333333,148526.97320673967
1,0.0,0.2097908705609903,2.1783532852469976,428550.78712460335,8707982.299448388,0.19960938010987217,2.031452657641685,453224.75056716765,8711405.462771306,0.19209472745072556,2.0021246912544894,444831.0771923522,8710574.316656856,0.18971207825725875,1.9897731044125049,452956.33380023483,8711017.01179124,0.1894032226263522,1.943953947359808,463039.04418454436,8717875.152339514,0.18337232823241562,1.9213085124477598,470940.8575639997,8717740.02272538,0.19429811303016994,2.043191433826478,455152.41954139224,8715536.239365853,0.17055343493736325,1.799090512593982,496787.8736499893,8717181.405589925,0.17051809967156448,1.7690431181133353,513144.2606047228,8717335.312863432,0.19294276478038133,2.07293912152197,431699.75958937226,8715175.077001713,309959.3333333333,122722.25453962656,338939.06666666665,132306.20780218724
1,0.0,0.22727951980679212,2.229636083226091,438980.5791930647,8640200.806552118,0.23423393071240056,2.324858318112515,404477.0043451606,8639614.054974128,0.2343813137572369,2.3840330302387454,382521.9472829251,8639922.845587056,0.22056040913355485,2.168079757061901,436784.8360116262,8639823.514904814,0.23366149824891236,2.4217736275490562,378597.0765467547,8639992.385306379,0.22517476336400616,2.2454228894050265,411082.3117270786,8639884.485403093,0.1943973021042637,2.0705761851265985,418223.8988947874,8716108.193987872,0.17842410224658867,1.856480797763707,498118.3395806111,8716950.821847428,0.1852937690027518,1.9329492102089085,452031.76319854596,8711720.670031171,0.1846895688893101,1.898240544421771,502283.13333686686,8700691.63737126,329702.26666666666,130109.97701763264,335671.2,130793.1929631406
1,0.0,0.20933690300568736,2.1638962852523935,430468.0326530584,8636617.829341406,0.21370542789744718,2.1372565845911193,438473.5297345186,8636841.380570674,0.21915825178727968,2.269904416649073,411092.1296659822,8636401.350883741,0.21741580887743317,2.255587167864582,405558.760534186,8637856.067232301,0.2261329542523981,2.230748230689577,453893.4314358992,8638741.172750153,0.21888251856313298,2.226277550761076,417121.1083278387,8636745.425071204,0.2358415249745275,2.341661993343277,425057.39387898485,8648272.14866289,0.21726237405526555,2.2924999785332325,386614.14272433525,8638188.406273581,0.22729807430140814,2.423659004029059,378150.4740601986,8637850.789836533,0.21153583401843243,2.1706383261214715,427271.8895634036,8637609.975365205,299277.06666666665,123764.41063055604,295526.0,120345.89364494328
1,0.0,0.2132958315284617,2.2992889398393745,379664.13858765754,8673760.080363298,0.1988163447091286,2.072966022188322,447411.09834927367,8708853.255302064,0.40077071292439004,3.492073355362166,235624.7859539374,8711183.365902854,0.3617209372401303,3.7111964650290785,215839.5450003491,8711072.442348063,0.3400495813262511,3.356675037330535,247995.31566589442,8710316.693037713,0.4104544994121877,3.446090698211135,241496.73575032526,8713175.48184922,0.1980304947454271,2.1266005840142572,431327.94625185506,8714304.138644116,0.3504387277820138,3.617479038278181,226085.524213565,8708762.282023175,0.556577163254342,4.255428484811894,231720.84906543896,8717046.85798558,0.37154857648395906,3.7556045204967883,224675.41158400918,8708290.153335232,310297.5333333333,119771.16753758208,311148.06666666665,120887.41541090573
1,0.0,0.1900697328501939,1.9510616463415085,490986.36600306805,8693088.45244049,0.19320969608524552,1.9839414530387147,451816.50110555755,8704763.698482526,0.19841513956086812,2.0208054349385427,443634.0355992083,8692687.411015308,0.19615054196803033,2.0991801646015893,421772.9098221145,8703199.985198049,0.20207121668748204,2.0798949316463218,434431.3389903294,8691730.815263141,0.1985516439654223,2.0968339027879694,441278.70379141415,8709876.107259706,0.1855264219187826,1.9543222766497965,473061.771474721,8717952.420067398,0.16731017824664846,1.7340751928475782,518828.55830534315,8710574.316656856,0.1902522059679695,1.9491512024148951,472692.5709791811,8708398.967293033,0.17694362830311142,1.7276141092899768,517328.71407350944,8717316.066370418,352506.0,141636.4294509008,325341.73333333334,132043.90466480795
1,0.0,0.19340363368785912,2.0354878727548735,438944.9972755392,8700025.285617504,0.23269529962616264,2.4353585244473286,358433.5411491899,8656417.25630703,0.19651539297148157,2.087986224494587,423441.49370056833,8698467.331980245,0.21089550224193032,2.142380503962948,424226.23880081763,8677982.289095193,0.18664835743447616,1.9305692145492328,477788.7415657366,8697528.60798671,0.20066320971236176,2.132040506539017,417759.8889643189,8706488.850790322,0.2028668841050606,2.1545044928867245,416155.54579634813,8697645.551365092,0.17890174651875138,1.940103204408604,457334.5104347894,8707026.811858347,0.19799573054238234,2.0874229050428776,440472.1756659588,8690311.547752999,0.16801037423044834,1.7632789149359271,530740.5118432395,8712614.274176113,345187.4,149886.10813761226,309998.4,122132.851324995
